Time/s,Azimuth/deg,Zenith/deg
271041,186.21,91.2672
271361,75.756,93.7711
271681,326.49,89.08019
272001,223.25,85.3028
272321,116.25,87.4112
272641,5.2781,85.6105
272961,261.12,79.943
273281,158.33,79.971
273601,48.295,80.6848
273921,300.68,75.692
274241,200.05,73.164
274561,93.864,74.969
274881,343.34,72.011
275201,241.01,67.396
275521,139.45,68.525
275841,29.516,67.936
276161,282.68,62.3
276481,183.72,61.151
276801,77.983,62.49
277121,327.95,57.375
277441,227.42,52.963
277761,127.47,55.1
278081,18.807,52.662
278401,274.26,45.366
278721,178.3,46.279
279041,74.449,48.447
279361,328.75,41.916
279681,232.89,39.081
280001,133,45.211
280321,27.544,44.339
280641,290.13,39.218
280961,191.89,44.518
281281,84.677,49.709
281601,342.64,46.74
281921,245.91,48.023
282241,138.85,55.245
282561,31.12,55.922
282881,292.37,54.609
283201,189.43,60.129
283521,78.931,63.707
283841,335.12,61.875
284161,235.48,64.481
284481,126.76,69.573
284801,18.096,68.884
285121,277.65,68.827
285441,173.32,74.035
285761,62.529,75.606
286081,318.1,73.998
286401,216.74,77.932
286721,107.47,82.0692
287041,358.58,80.5371
287361,256.42,81.9443
287681,150.43,87.7969
288001,39.236,88.0409
288321,293.52,86.4587
288641,189.32,91.4039
288961,78.706,94.6207
289281,329.38,91.2097
289601,224.84,92.0554
289921,116.03,96.9353
290241,4.8248,94.6139
290561,259.24,90.68146
290881,152.84,93.5489
291201,41.351,94.1677
291521,294.23,88.3514
291841,190.61,87.1351
292161,81.094,89.28065
292481,331.53,85.1856
292801,229.04,80.7151
293121,123.68,82.2575
293441,12.755,81.0658
293761,268.12,75.577
294081,166.73,75.147
294401,57.694,76.19
294721,309.08,71.588
295041,208.73,68.665
295361,104.11,70.486
295681,353.36,67.837
296001,250.06,62.759
296321,149.96,63.56
296641,41.12,63.266
296961,293.18,57.126
297281,194.79,55.278
297601,91.193,57.096
297921,341.61,52.029
298241,240.71,46.519
298561,142.96,49.29
298881,36.322,48.294
299201,292.62,40.658
299521,197.61,41.596
299841,94.852,46.217
300161,350.62,41.733
300481,255.31,38.807
300801,154.1,46.03
301121,47.531,47.828
301441,309.12,44.074
301761,210.19,48.577
302081,101.41,54.65
302401,357.02,53.098
302721,259.38,53.823
303041,152.75,60.357
303361,43.376,61.655
303681,302.83,60.226
304001,200.84,64.863
304321,90.298,68.528
304641,344.73,66.793
304961,244.93,68.792
305281,137.32,73.863
305601,27.623,73.501
305921,285.92,73.097
306241,182.49,78.285
306561,71.724,80.4031
306881,325.66,78.659
307201,223.91,82.2953
